"","name","character_name","type","filename","likelyGender","firstName","lastName","raceEthnicity"
"415","Paul Rudd","Scott Lang/Ant-Man","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Paul","Rudd","W_NL"
"416","Brie Larson","Carol Danvers/Captain Marvel","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","female","Brie","Larson","W_NL"
"417","Karen Gillan","Nebula","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","female","Karen","Gillan","W_NL"
"418","Danai Gurira","Okoye","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","female","Danai","Gurira","B_NL"
"419","Bradley Cooper","Rocket","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Bradley","Cooper","W_NL"
"420","Josh Brolin","Thanos","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Josh","Brolin","W_NL"
"421","Benedict Wong","Wong","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Benedict","Wong","A"
"422","Jon Favreau","Happy Hogan","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Jon","Favreau","W_NL"
"423","Gwyneth Paltrow","Pepper Potts","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","female","Gwyneth","Paltrow","W_NL"
"424","Evangeline Lilly","Hope van Dyne/The Wasp","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","female","Evangeline","Lilly","B_NL"
"425","Benedict Cumberbatch","Dr. Stephen Strange","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Benedict","Cumberbatch","B_NL"
"426","Tom Holland","Peter Parker/Spider-Man","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Tom","Holland","W_NL"
"427","Chris Pratt","Peter Quill/Star-Lord","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Chris","Pratt","W_NL"
"428","Dave Bautista","Drax the Destroyer","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Dave","Bautista","HL"
"429","Sebastian Stan","Bucky Barnes/Winter Soldier","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Sebastian","Stan","W_NL"
"430","Terry Notary","Groot","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Terry","Notary","B_NL"
"431","Anthony Mackie","Sam Wilson/Falcon","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Anthony","Mackie","B_NL"
"432","Tom Hiddleston","Loki","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Tom","Hiddleston","W_NL"
"433","Letitia Wright","Shuri","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","female","Letitia","Wright","B_NL"
"434","Samuel L. Jackson","Nick Fury","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Samuel","L. Jackson","B_NL"
"435","Pom Klementieff","Mantis","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Pom","Klementieff","A"
"436","Paul Bettany","Vision","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Paul","Bettany","W_NL"
"437","Elizabeth Olsen","Wanda Maximoff/Scarlet Witch","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","female","Elizabeth","Olsen","W_NL"
"438","Zoe Saldana","Gamora","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","female","Zoe","Saldana","HL"
"439","Chadwick Boseman","T’Challa/Black Panther","Lead Ensemble Members","2019_0_Avengers_ Endgame.csv","male","Chadwick","Boseman","B_NL"
"440","Donald Glover","Simba","Lead Ensemble Members","2019_1_The Lion King.csv","male","Donald","Glover","B_NL"
"441","Beyoncé Knowles","Nala","Lead Ensemble Members","2019_1_The Lion King.csv","female","Beyoncé","Knowles","B_NL"
"442","James Earl Jones","Mufasa","Lead Ensemble Members","2019_1_The Lion King.csv","male","James","Earl Jones","W_NL"
"443","Chiwetel Ejiofor","Scar","Lead Ensemble Members","2019_1_The Lion King.csv","male","Chiwetel","Ejiofor","B_NL"
"444","Billy Eichner","Timon","Lead Ensemble Members","2019_1_The Lion King.csv","male","Billy","Eichner","W_NL"
"445","Seth Rogen","Pumbaa","Lead Ensemble Members","2019_1_The Lion King.csv","male","Seth","Rogen","W_NL"
"446","John Oliver","Zazu","Lead Ensemble Members","2019_1_The Lion King.csv","male","John","Oliver","W_NL"
"447","Keegan-Michael Key","Kamari","Lead Ensemble Members","2019_1_The Lion King.csv","male","Keegan-Michael","Key","B_NL"
"448","John Kani","Rafiki","Lead Ensemble Members","2019_1_The Lion King.csv","male","John","Kani","W_NL"
"449","Alfre Woodard","Sarabi","Lead Ensemble Members","2019_1_The Lion King.csv","male","Alfre","Woodard","B_NL"
"450","Eric Andre","Azizi","Lead Ensemble Members","2019_1_The Lion King.csv","male","Eric","Andre","B_NL"
"451","Florence Kasumba","Shenzi","Lead Ensemble Members","2019_1_The Lion King.csv","female","Florence","Kasumba","B_NL"
"452","JD McCrary","Young Simba","Lead Ensemble Members","2019_1_The Lion King.csv","male","JD","McCrary","B_NL"
"453","Shahadi Wright Joseph","Young Nala","Lead Ensemble Members","2019_1_The Lion King.csv","male","Shahadi","Wright Joseph","B_NL"
"454","Mark Hamill","Luke Skywalker","Lead Ensemble Members","2019_2_Star Wars_ The Rise of Skywalker.csv","male","Mark","Hamill","W_NL"
"455","Adam Driver","Kylo Ren","Lead Ensemble Members","2019_2_Star Wars_ The Rise of Skywalker.csv","male","Adam","Driver","W_NL"
"456","Daisy Ridley","Rey","Lead Ensemble Members","2019_2_Star Wars_ The Rise of Skywalker.csv","female","Daisy","Ridley","B_NL"
"457","John Boyega","Finn","Lead Ensemble Members","2019_2_Star Wars_ The Rise of Skywalker.csv","male","John","Boyega","B_NL"
"458","Oscar Isaac","Poe Dameron","Lead Ensemble Members","2019_2_Star Wars_ The Rise of Skywalker.csv","male","Oscar","Isaac","HL"
"459","Lupita Nyong'o","Maz Kanata","Lead Ensemble Members","2019_2_Star Wars_ The Rise of Skywalker.csv","female","Lupita","Nyong'o","B_NL"
"460","Keri Russell","Zorii Bliss","Lead Ensemble Members","2019_2_Star Wars_ The Rise of Skywalker.csv","female","Keri","Russell","W_NL"
"461","Joonas Suotamo","Chewbacca","Lead Ensemble Members","2019_2_Star Wars_ The Rise of Skywalker.csv","male","Joonas","Suotamo","W_NL"
"462","Anthony Daniels","C-3PO","Lead Ensemble Members","2019_2_Star Wars_ The Rise of Skywalker.csv","male","Anthony","Daniels","B_NL"
"463","Jimmy Vee","R2-D2","Lead Ensemble Members","2019_2_Star Wars_ The Rise of Skywalker.csv","male","Jimmy","Vee","A"
"464","Kristen Bell","Anna","Leading Cast","2019_3_Frozen II.csv","female","Kristen","Bell","W_NL"
"465","Idina Menzel","Elsa","Leading Cast","2019_3_Frozen II.csv","female","Idina","Menzel","W_NL"
"466","Josh Gad","Olaf","Leading Cast","2019_3_Frozen II.csv","male","Josh","Gad","A"
"467","Tom Hanks","Woody","Lead Ensemble Members","2019_4_Toy Story 4.csv","male","Tom","Hanks","W_NL"
"468","Tim Allen","Buzz Lightyear","Lead Ensemble Members","2019_4_Toy Story 4.csv","male","Tim","Allen","W_NL"
"469","Annie Potts","Bo Peep","Lead Ensemble Members","2019_4_Toy Story 4.csv","female","Annie","Potts","B_NL"
"470","Tony Hale","Forky","Lead Ensemble Members","2019_4_Toy Story 4.csv","male","Tony","Hale","B_NL"
"471","Keegan-Michael Key","Ducky","Lead Ensemble Members","2019_4_Toy Story 4.csv","male","Keegan-Michael","Key","B_NL"
"472","Jordan Peele","Bunny","Lead Ensemble Members","2019_4_Toy Story 4.csv","male","Jordan","Peele","B_NL"
"473","Christina Hendricks","Gabby Gabby","Lead Ensemble Members","2019_4_Toy Story 4.csv","female","Christina","Hendricks","B_NL"
"474","Brie Larson","Carol Danvers/Vers/Captain Marvel","Lead Ensemble Members","2019_5_Captain Marvel.csv","female","Brie","Larson","W_NL"
"475","Samuel L. Jackson","Nick Fury","Lead Ensemble Members","2019_5_Captain Marvel.csv","male","Samuel","L. Jackson","B_NL"
"476","Ben Mendelsohn","Talos/Keller","Lead Ensemble Members","2019_5_Captain Marvel.csv","male","Ben","Mendelsohn","W_NL"
"477","Djimon Hounsou","Korath the Pursuer","Lead Ensemble Members","2019_5_Captain Marvel.csv","male","Djimon","Hounsou","B_NL"
"478","Lee Pace","Ronan the Accuser","Lead Ensemble Members","2019_5_Captain Marvel.csv","female","Lee","Pace","W_NL"
"479","Lashana Lynch","Maria Rambeau","Lead Ensemble Members","2019_5_Captain Marvel.csv","female","Lashana","Lynch","B_NL"
"480","Gemma Chan","Minn-Erva","Lead Ensemble Members","2019_5_Captain Marvel.csv","female","Gemma","Chan","A"
"481","Annette Bening","Supreme Intelligence","Lead Ensemble Members","2019_5_Captain Marvel.csv","female","Annette","Bening","W_NL"
"482","Clark Gregg","Agent Phil Coulson","Lead Ensemble Members","2019_5_Captain Marvel.csv","male","Clark","Gregg","W_NL"
"483","Tom Holland","Peter Parker/Spider-Man","Leading Cast","2019_6_Spider-Man_ Far From Home.csv","male","Tom","Holland","W_NL"
"484","Samuel L. Jackson","Nick Fury","Leading Cast","2019_6_Spider-Man_ Far From Home.csv","male","Samuel","L. Jackson","B_NL"
"485","Zendaya","Michelle “MJ” Jones","Leading Cast","2019_6_Spider-Man_ Far From Home.csv","female","Zendaya",NA,NA
"486","Jake Gyllenhaal","Quentin Beck/Mysterio","Leading Cast","2019_6_Spider-Man_ Far From Home.csv","male","Jake","Gyllenhaal","W_NL"
"487","Mena Massoud","Aladdin","Lead Ensemble Members","2019_7_Aladdin.csv","female","Mena","Massoud","W_NL"
"488","Naomi Scott","Jasmine","Lead Ensemble Members","2019_7_Aladdin.csv","female","Naomi","Scott","B_NL"
"489","Will Smith","Genie","Lead Ensemble Members","2019_7_Aladdin.csv","male","Will","Smith","B_NL"
"490","Marwan Kenzari","Jafar","Lead Ensemble Members","2019_7_Aladdin.csv","male","Marwan","Kenzari","W_NL"
"491","Navid Negahban","Sultan","Lead Ensemble Members","2019_7_Aladdin.csv","male","Navid","Negahban","A"
"492","Joaquin Phoenix","Arthur Fleck/Joker","Leading Cast","2019_8_Joker.csv","male","Joaquin","Phoenix","HL"
"493","Dwayne Johnson","Bravestone","Lead Ensemble Members","2019_9_Jumanji_ The Next Level.csv","male","Dwayne","Johnson","B_NL"
"494","Karen Gillan","Ruby","Lead Ensemble Members","2019_9_Jumanji_ The Next Level.csv","female","Karen","Gillan","W_NL"
"495","Jack Black","Oberon","Lead Ensemble Members","2019_9_Jumanji_ The Next Level.csv","male","Jack","Black","W_NL"
"496","Kevin Hart","Mouse","Lead Ensemble Members","2019_9_Jumanji_ The Next Level.csv","male","Kevin","Hart","W_NL"
"497","Nick Jonas","Seaplane","Lead Ensemble Members","2019_9_Jumanji_ The Next Level.csv","male","Nick","Jonas","W_NL"
"498","Awkwafina","Ming","Lead Ensemble Members","2019_9_Jumanji_ The Next Level.csv","female","Awkwafina",NA,NA
"499","Will Smith","Detective Mike Lowrey","Leading Cast","2020_0_Bad Boys For Life.csv","male","Will","Smith","B_NL"
"500","Martin Lawrence","Detective Marcus Burnett","Leading Cast","2020_0_Bad Boys For Life.csv","male","Martin","Lawrence","B_NL"
"501","Ben Schwartz","Sonic the Hedgehog","Leading Cast","2020_1_Sonic The Hedgehog.csv","male","Ben","Schwartz","W_NL"
"502","Jim Carrey","Dr. Ivo Robotnik","Leading Cast","2020_1_Sonic The Hedgehog.csv","male","Jim","Carrey","W_NL"
"503","Margot Robbie","Harley Quinn","Lead Ensemble Members","2020_2_Birds of Prey (And the Fantabulous Emancipation….csv","female","Margot","Robbie","W_NL"
"504","Mary Elizabeth Winstead","Helena Bertinelli/Huntress","Lead Ensemble Members","2020_2_Birds of Prey (And the Fantabulous Emancipation….csv","female","Mary","Elizabeth Winstead","W_NL"
"505","Jurnee Smollett","Dinah Lance/Black Canary","Lead Ensemble Members","2020_2_Birds of Prey (And the Fantabulous Emancipation….csv","female","Jurnee","Smollett","W_NL"
"506","Rosie Perez","Renee Montoya","Lead Ensemble Members","2020_2_Birds of Prey (And the Fantabulous Emancipation….csv","female","Rosie","Perez","HL"
"507","Chris Messina","Victor Zsasz","Lead Ensemble Members","2020_2_Birds of Prey (And the Fantabulous Emancipation….csv","male","Chris","Messina","W_NL"
"508","Ella Jay Basco","Cassandra Cain","Lead Ensemble Members","2020_2_Birds of Prey (And the Fantabulous Emancipation….csv","female","Ella","Jay Basco","B_NL"
"509","Ali Wong","Ellen Yee","Lead Ensemble Members","2020_2_Birds of Prey (And the Fantabulous Emancipation….csv","male","Ali","Wong","A"
"510","Ewan McGregor","Roman Sionis","Lead Ensemble Members","2020_2_Birds of Prey (And the Fantabulous Emancipation….csv","male","Ewan","McGregor","W_NL"
"511","Robert Downey, Jr.","Doctor John Dolittle","Lead Ensemble Members","2020_3_Dolittle.csv","male","Robert","Downey","W_NL"
"512","Emma Thompson","Polynesia","Lead Ensemble Members","2020_3_Dolittle.csv","female","Emma","Thompson","B_NL"
"513","Rami Malek","Chee-Chee","Lead Ensemble Members","2020_3_Dolittle.csv","male","Rami","Malek","W_NL"
"514","John Cena","Yoshi","Lead Ensemble Members","2020_3_Dolittle.csv","male","John","Cena","HL"
"515","Kumail Nanjiani","Plimpton","Lead Ensemble Members","2020_3_Dolittle.csv","male","Kumail","Nanjiani","A"
"516","Octavia Spencer","Dab-Dab","Lead Ensemble Members","2020_3_Dolittle.csv","female","Octavia","Spencer","B_NL"
"517","Tom Holland","Jip","Lead Ensemble Members","2020_3_Dolittle.csv","male","Tom","Holland","W_NL"
"518","Craig Robinson","Kevin","Lead Ensemble Members","2020_3_Dolittle.csv","male","Craig","Robinson","B_NL"
"519","Ralph Fiennes","Barry","Lead Ensemble Members","2020_3_Dolittle.csv","male","Ralph","Fiennes","W_NL"
"520","Selena Gomez","Betsy","Lead Ensemble Members","2020_3_Dolittle.csv","female","Selena","Gomez","HL"
"521","Marion Cotillard","Tutu","Lead Ensemble Members","2020_3_Dolittle.csv","female","Marion","Cotillard","W_NL"
"522","Elisabeth Moss","Cecilia Kass","Leading Cast","2020_4_The Invisible Man.csv","female","Elisabeth","Moss","W_NL"
"523","Oliver Jackson-Cohen","Adrian Griffin","Leading Cast","2020_4_The Invisible Man.csv","male","Oliver","Jackson-Cohen","B_NL"
"524","Harrison Ford","John Thornton","Leading Cast","2020_5_The Call of the Wild.csv","male","Harrison","Ford","B_NL"
"525","Chris Pratt","Barley Lightfoot","Lead Ensemble Members","2020_6_Onward.csv","male","Chris","Pratt","W_NL"
"526","Tom Holland","Ian Lightfoot","Lead Ensemble Members","2020_6_Onward.csv","male","Tom","Holland","W_NL"
"527","Julia Louis-Dreyfus","Laurel Lightfoot","Lead Ensemble Members","2020_6_Onward.csv","female","Julia","Louis-Dreyfus","HL"
"528","Octavia Spencer","Corey","Lead Ensemble Members","2020_6_Onward.csv","female","Octavia","Spencer","B_NL"
"529","Lena Waithe","Specter","Lead Ensemble Members","2020_6_Onward.csv","female","Lena","Waithe","B_NL"
"530","Ali Wong","Gore","Lead Ensemble Members","2020_6_Onward.csv","male","Ali","Wong","A"
"531","Mel Rodriguez","Colt Bronco","Lead Ensemble Members","2020_6_Onward.csv","female","Mel","Rodriguez","HL"
"532","Nicolas Cage","Grug","Lead Ensemble Members","2020_7_The Croods_ A New Age.csv","male","Nicolas","Cage","B_NL"
"533","Emma Stone","Eep","Lead Ensemble Members","2020_7_The Croods_ A New Age.csv","female","Emma","Stone","B_NL"
"534","Ryan Reynolds","Guy","Lead Ensemble Members","2020_7_The Croods_ A New Age.csv","male","Ryan","Reynolds","W_NL"
"535","Catherine Keener","Ugga","Lead Ensemble Members","2020_7_The Croods_ A New Age.csv","female","Catherine","Keener","W_NL"
"536","Cloris Leachman","Gran","Lead Ensemble Members","2020_7_The Croods_ A New Age.csv","female","Cloris","Leachman","B_NL"
"537","Clark Duke","Thunk","Lead Ensemble Members","2020_7_The Croods_ A New Age.csv","male","Clark","Duke","W_NL"
"538","Leslie Mann","Hope Betterman","Lead Ensemble Members","2020_7_The Croods_ A New Age.csv","female","Leslie","Mann","W_NL"
"539","Peter Dinklage","Phil Betterman","Lead Ensemble Members","2020_7_The Croods_ A New Age.csv","male","Peter","Dinklage","W_NL"
"540","Kelly Marie Tran","Dawn Betterman","Lead Ensemble Members","2020_7_The Croods_ A New Age.csv","female","Kelly","Marie Tran","A"
"541","John David Washington","“The Protagonist”","Lead Ensemble Members","2020_8_Tenet.csv","male","John","David Washington","B_NL"
"542","Robert Pattinson","Neil","Lead Ensemble Members","2020_8_Tenet.csv","male","Robert","Pattinson","W_NL"
"543","Elizabeth Debicki","Kat","Lead Ensemble Members","2020_8_Tenet.csv","female","Elizabeth","Debicki","W_NL"
"544","Michael Caine","Crosby","Lead Ensemble Members","2020_8_Tenet.csv","male","Michael","Caine","W_NL"
"545","Kenneth Branagh","Sator","Lead Ensemble Members","2020_8_Tenet.csv","male","Kenneth","Branagh","W_NL"
"546","Gal Gadot","Diana Prince/Wonder Woman","Leading Cast","2020_9_Wonder Woman 1984.csv","male","Gal","Gadot","W_NL"
"547","Chris Pine","Steve Trevor","Leading Cast","2020_9_Wonder Woman 1984.csv","male","Chris","Pine","W_NL"
"548","Kristen Wiig","Barbara Ann Miverva/Cheetah","Leading Cast","2020_9_Wonder Woman 1984.csv","female","Kristen","Wiig","W_NL"
"549","Pedro Pascal","Maxwell Lord","Leading Cast","2020_9_Wonder Woman 1984.csv","male","Pedro","Pascal","HL"
"550","Tom Holland","Peter Parker/Spider-Man","Leading Cast","2021_0_Spider-Man_ No Way Home.csv","male","Tom","Holland","W_NL"
"551","Simu Liu","Shang-Chi","Leading Cast","2021_1_Shang-Chi and the Legend of the Ten Rings.csv","male","Simu","Liu","A"
"552","Tom Hardy","Eddie Brock/Venom","Leading Cast","2021_2_Venom_ Let There be Carnage.csv","male","Tom","Hardy","B_NL"
"553","Woody Harrelson","Carnage","Leading Cast","2021_2_Venom_ Let There be Carnage.csv","male","Woody","Harrelson","W_NL"
"554","Scarlett Johansson","Natasha Romanoff/Black Widow","Lead Ensemble Members","2021_3_Black Widow.csv","female","Scarlett","Johansson","W_NL"
"555","Florence Pugh","Yelena Belova","Lead Ensemble Members","2021_3_Black Widow.csv","female","Florence","Pugh","B_NL"
"556","Rachel Weisz","Melina","Lead Ensemble Members","2021_3_Black Widow.csv","female","Rachel","Weisz","W_NL"
"557","David Harbour","Alexei/Red Guardian","Lead Ensemble Members","2021_3_Black Widow.csv","male","David","Harbour","W_NL"
"558","Ray Winstone","Dreykov","Lead Ensemble Members","2021_3_Black Widow.csv","male","Ray","Winstone","B_NL"
"559","O.T. Fagbenle","Mason","Lead Ensemble Members","2021_3_Black Widow.csv","male","O.T.","Fagbenle","B_NL"
"560","Vin Diesel","Dominic Toretto","Lead Ensemble Members","2021_4_F9_ The Fast Saga.csv","male","Vin","Diesel","W_NL"
"561","Michelle Rodriguez","Letty Ortiz","Lead Ensemble Members","2021_4_F9_ The Fast Saga.csv","female","Michelle","Rodriguez","HL"
"562","Tyrese Gibson","Roman Pearce","Lead Ensemble Members","2021_4_F9_ The Fast Saga.csv","male","Tyrese","Gibson","B_NL"
"563","Chris  Bridges","Tej Parker","Lead Ensemble Members","2021_4_F9_ The Fast Saga.csv","male","Chris"," Bridges","B_NL"
"564","John Cena","Jakob Toretto","Lead Ensemble Members","2021_4_F9_ The Fast Saga.csv","male","John","Cena","HL"
"565","Nathalie Emmanuel","Ramsey","Lead Ensemble Members","2021_4_F9_ The Fast Saga.csv","female","Nathalie","Emmanuel","B_NL"
"566","Jordana Brewster","Mia Toretto","Lead Ensemble Members","2021_4_F9_ The Fast Saga.csv","female","Jordana","Brewster","W_NL"
"567","Kumail Nanjiani","Kingo","Lead Ensemble Members","2021_5_Eternals.csv","male","Kumail","Nanjiani","A"
"568","Angelina Jolie","Thena","Lead Ensemble Members","2021_5_Eternals.csv","female","Angelina","Jolie","B_NL"
"569","Richard Madden","Ikaris","Lead Ensemble Members","2021_5_Eternals.csv","male","Richard","Madden","W_NL"
"570","Salma Hayek","Ajak","Lead Ensemble Members","2021_5_Eternals.csv","female","Salma","Hayek","W_NL"
"571","Brian Tyree Henry","Phastos","Lead Ensemble Members","2021_5_Eternals.csv","male","Brian","Tyree Henry","B_NL"
"572","Lauren Ridloff","Makkari","Lead Ensemble Members","2021_5_Eternals.csv","female","Lauren","Ridloff","W_NL"
"573","Barry Keoghan","Druig","Lead Ensemble Members","2021_5_Eternals.csv","male","Barry","Keoghan","W_NL"
"574","Gemma Chan","Sersi","Lead Ensemble Members","2021_5_Eternals.csv","female","Gemma","Chan","A"
"575","Lia McHugh","Sprite","Lead Ensemble Members","2021_5_Eternals.csv","female","Lia","McHugh","W_NL"
"576","Don Lee","Gilgamesh","Lead Ensemble Members","2021_5_Eternals.csv","male","Don","Lee","A"
"577","Matthew McConaughey","Buster Moon","Lead Ensemble Members","2021_6_Sing 2.csv","male","Matthew","McConaughey","W_NL"
"578","Reese Witherspoon","Rosita","Lead Ensemble Members","2021_6_Sing 2.csv","female","Reese","Witherspoon","B_NL"
"579","Scarlett Johansson","Ash","Lead Ensemble Members","2021_6_Sing 2.csv","female","Scarlett","Johansson","W_NL"
"580","Taron Egerton","Johnny","Lead Ensemble Members","2021_6_Sing 2.csv","male","Taron","Egerton","W_NL"
"581","Tori Kelly","Meena","Lead Ensemble Members","2021_6_Sing 2.csv","female","Tori","Kelly","B_NL"
"582","Nick Kroll","Gunter","Lead Ensemble Members","2021_6_Sing 2.csv","male","Nick","Kroll","W_NL"
"583","Pharrell Williams","Alfonso","Lead Ensemble Members","2021_6_Sing 2.csv","male","Pharrell","Williams","B_NL"
"584","Halsey","Porsha","Lead Ensemble Members","2021_6_Sing 2.csv","female","Halsey",NA,NA
"585","Letitia Wright","Nooshy","Lead Ensemble Members","2021_6_Sing 2.csv","female","Letitia","Wright","B_NL"
"586","Eric Andre","Darius","Lead Ensemble Members","2021_6_Sing 2.csv","male","Eric","Andre","B_NL"
"587","Bono","Clay Calloway","Lead Ensemble Members","2021_6_Sing 2.csv","male","Bono",NA,NA
"588","Daniel Craig","James Bond","Lead Ensemble Members","2021_7_No Time to Die.csv","male","Daniel","Craig","W_NL"
"589","Lea Seydoux","Dr. Madeleine Swann","Lead Ensemble Members","2021_7_No Time to Die.csv","female","Lea","Seydoux","W_NL"
"590","Naomie Harris","Eve Moneypenny","Lead Ensemble Members","2021_7_No Time to Die.csv","female","Naomie","Harris","B_NL"
"591","Ana de Armas","Paloma","Lead Ensemble Members","2021_7_No Time to Die.csv","female","Ana","de Armas","HL"
"592","Ben Whishaw","Q","Lead Ensemble Members","2021_7_No Time to Die.csv","male","Ben","Whishaw","B_NL"
"593","Rami Malek","Safin","Lead Ensemble Members","2021_7_No Time to Die.csv","male","Rami","Malek","W_NL"
"594","Emily Blunt","Evelyn Abbott","Leading Cast","2021_8_A Quiet Place_ Part II.csv","female","Emily","Blunt","B_NL"
"595","Carrie Coon","Callie","Lead Ensemble Members","2021_9_Ghostbusters_ Afterlife.csv","female","Carrie","Coon","W_NL"
"596","Finn Wolfhard","Trevor","Lead Ensemble Members","2021_9_Ghostbusters_ Afterlife.csv","male","Finn","Wolfhard","W_NL"
"597","Mckenna Grace","Phoebe","Lead Ensemble Members","2021_9_Ghostbusters_ Afterlife.csv","female","Mckenna","Grace","B_NL"
"598","Paul Rudd","Mr. Grooberson","Lead Ensemble Members","2021_9_Ghostbusters_ Afterlife.csv","male","Paul","Rudd","W_NL"
"599","Celeste O’ Conner","Trevor’s Classmate","Lead Ensemble Members","2021_9_Ghostbusters_ Afterlife.csv","female","Celeste","O’ Conner","B_NL"
"600","Logan Kim","Phoebe’s Classmate","Lead Ensemble Members","2021_9_Ghostbusters_ Afterlife.csv","male","Logan","Kim","A"
"601","Tom Cruise","Pete “Maverick” Mitchell","Lead Ensemble Members","2022_0_Top Gun_ Maverick.csv","male","Tom","Cruise","W_NL"
"602","Miles Teller","Rooster","Lead Ensemble Members","2022_0_Top Gun_ Maverick.csv","male","Miles","Teller","W_NL"
"603","Glen Powell","Hangman","Lead Ensemble Members","2022_0_Top Gun_ Maverick.csv","male","Glen","Powell","B_NL"
"604","Lewis James Pullman","Bob","Lead Ensemble Members","2022_0_Top Gun_ Maverick.csv","male","Lewis","James Pullman","B_NL"
"605","Monica Barbaro","Phoenix","Lead Ensemble Members","2022_0_Top Gun_ Maverick.csv","female","Monica","Barbaro","HL"
"606","Danny Ramirez","Fanboy","Lead Ensemble Members","2022_0_Top Gun_ Maverick.csv","male","Danny","Ramirez","HL"
"607","Jay Ellis","Payback","Lead Ensemble Members","2022_0_Top Gun_ Maverick.csv","male","Jay","Ellis","B_NL"
"608","Greg Tarzan Davis","Coyote","Lead Ensemble Members","2022_0_Top Gun_ Maverick.csv","male","Greg","Tarzan Davis","W_NL"
"609","Jon Hamm","Cyclone","Lead Ensemble Members","2022_0_Top Gun_ Maverick.csv","male","Jon","Hamm","W_NL"
"610","Sam Worthington","Jake Sully","Leading Cast","2022_1_Avatar_ The Way of Water.csv","male","Sam","Worthington","W_NL"
"611","Zoe Saldana","Neytiri","Leading Cast","2022_1_Avatar_ The Way of Water.csv","female","Zoe","Saldana","HL"
"612","Letitia Wright","Shuri","Lead Ensemble Members","2022_2_Black Panther_ Wakanda Forever.csv","female","Letitia","Wright","B_NL"
"613","Lupita Nyong'o","Nakia","Lead Ensemble Members","2022_2_Black Panther_ Wakanda Forever.csv","female","Lupita","Nyong'o","B_NL"
"614","Danai Gurira","Okoye","Lead Ensemble Members","2022_2_Black Panther_ Wakanda Forever.csv","female","Danai","Gurira","B_NL"
"615","Winston Duke","M’Baku","Lead Ensemble Members","2022_2_Black Panther_ Wakanda Forever.csv","male","Winston","Duke","B_NL"
"616","Dominique Thorne","Riri Williams/Ironheart","Lead Ensemble Members","2022_2_Black Panther_ Wakanda Forever.csv","female","Dominique","Thorne","B_NL"
"617","Florence Kasumba","Ayo","Lead Ensemble Members","2022_2_Black Panther_ Wakanda Forever.csv","female","Florence","Kasumba","B_NL"
"618","Michaela Coel","Aneka","Lead Ensemble Members","2022_2_Black Panther_ Wakanda Forever.csv","female","Michaela","Coel","W_NL"
"619","Tenoch Huerta","Namor","Lead Ensemble Members","2022_2_Black Panther_ Wakanda Forever.csv","male","Tenoch","Huerta","HL"
"620","Martin Freeman","Everett K. Ross","Lead Ensemble Members","2022_2_Black Panther_ Wakanda Forever.csv","male","Martin","Freeman","W_NL"
"621","Angela Bassett","Ramonda","Lead Ensemble Members","2022_2_Black Panther_ Wakanda Forever.csv","female","Angela","Bassett","B_NL"
"622","Benedict Cumberbatch","Dr. Stephen Strange","Lead Ensemble Members","2022_3_Doctor Strange in the Multiverse of Madness.csv","male","Benedict","Cumberbatch","B_NL"
"623","Elizabeth Olsen","Scarlett Witch","Lead Ensemble Members","2022_3_Doctor Strange in the Multiverse of Madness.csv","female","Elizabeth","Olsen","W_NL"
"624","Chiwetel Ejiofor","Karl Mordo","Lead Ensemble Members","2022_3_Doctor Strange in the Multiverse of Madness.csv","male","Chiwetel","Ejiofor","B_NL"
"625","Benedict Wong","Wong","Lead Ensemble Members","2022_3_Doctor Strange in the Multiverse of Madness.csv","male","Benedict","Wong","A"
"626","Xochitl Gomez","America Chavez","Lead Ensemble Members","2022_3_Doctor Strange in the Multiverse of Madness.csv","female","Xochitl","Gomez","HL"
"627","Michael Stuhlbarg","Nicodemus West","Lead Ensemble Members","2022_3_Doctor Strange in the Multiverse of Madness.csv","male","Michael","Stuhlbarg","W_NL"
