"","name","likelyGender","firstName","lastName","raceEthnicity"
"1878","Kate Winslet","female","Kate","Winslet","W_NL"
"1879","Cliff Curtis","male","Cliff","Curtis","B_NL"
"1880","Joel David Moore","male","Joel","David Moore","B_NL"
"1881","CCH Pounder","male","CCH","Pounder","B_NL"
"1882","Edie Falco","female","Edie","Falco","W_NL"
"1883","Brendan Cowell","male","Brendan","Cowell","W_NL"
"1884","Jemaine Clement","female","Jemaine","Clement","B_NL"
"1885","Jamie Flatters","female","Jamie","Flatters","W_NL"
"1886","Britain Dalton","male","Britain","Dalton","B_NL"
"1887","Trinity Bliss","female","Trinity","Bliss","W_NL"
"1888","Jack Champion","male","Jack","Champion","B_NL"
"1889","Filip Geljo","male","Filip","Geljo","W_NL"
"1890","Bailey Bass","female","Bailey","Bass","W_NL"
"1891","Duane Evans Jr.","male","Duane","Evans Jr.","B_NL"
"1892","Giovanni Ribisi","male","Giovanni","Ribisi","W_NL"
"1893","Matt Gerald","male","Matt","Gerald","W_NL"
"1894","Robert Okumu","male","Robert","Okumu","B_NL"
"1895","Jennifer Stafford","female","Jennifer","Stafford","W_NL"
"1896","Keston John","male","Keston","John","B_NL"
"1897","Kevin Dorman","male","Kevin","Dorman","W_NL"
"1898","Alicia Vela-Bailey","female","Alicia","Vela-Bailey","HL"
"1899","Sean Anthony Moran","male","Sean","Anthony Moran","W_NL"
"1900","Andrew Arrabito","male","Andrew","Arrabito","W_NL"
"1901","Johnny Alexander","male","Johnny","Alexander","B_NL"
"1902","Kim Do","female","Kim","Do","A"
"1903","Victor Lopez","male","Victor","Lopez","HL"
"1904","Maria Walker","female","Maria","Walker","B_NL"
"1905","Phil Brown","male","Phil","Brown","B_NL"
"1906","Jocelyn Christian","female","Jocelyn","Christian","B_NL"
"1907","Joel Tobeck","male","Joel","Tobeck","W_NL"
"1908","Moana Ete","female","Moana","Ete","B_NL"
"1909","Jamie Landau","female","Jamie","Landau","W_NL"
"1910","Jim Moore","male","Jim","Moore","B_NL"
"1911","Benjamin Hoetjes","male","Benjamin","Hoetjes","W_NL"
"1912","Nikita Tu Bryant","female","Nikita","Tu Bryant","A"
"1913","Anthony Ahern","male","Anthony","Ahern","W_NL"
"1914","Shane Rangi","male","Shane","Rangi","B_NL"
"1915","Rick Lucas","male","Rick","Lucas","B_NL"
"1916","Tanya Drewery","female","Tanya","Drewery","B_NL"
"1917","Ava Diakhaby","female","Ava","Diakhaby","B_NL"
"1918","Isaac Te Rina","male","Isaac","Te Rina","HL"
"1919","Eric Farmer","male","Eric","Farmer","B_NL"
"1920","Philip Mtambo","male","Philip","Mtambo","B_NL"
"1921","Daniel Lough","male","Daniel","Lough","W_NL"
"1922","Cruz Moir","male","Cruz","Moir","HL"
"1923","Alex Lucas","male","Alex","Lucas","B_NL"
"1924","Scarlett Fernandez","female","Scarlett","Fernandez","HL"
"1925","Chloe Coleman","female","Chloe","Coleman","B_NL"
"1926","Jeremy Irwin","male","Jeremy","Irwin","W_NL"
"1927","Kacie Borrowman","female","Kacie","Borrowman","W_NL"
"1928","John McLean","male","John","McLean","B_NL"
"1929","Devereau Chumrau","male","Devereau","Chumrau","A"
"1930","Courtney Rosemont","female","Courtney","Rosemont","B_NL"
"1931","Kevin Henderson","male","Kevin","Henderson","B_NL"
"1932","Shawn Driscoll","male","Shawn","Driscoll","W_NL"
"1933","Tarikura Kapea","female","Tarikura","Kapea","B_NL"
"1934","Danny Sapani","male","Danny","Sapani","A"
"1935","DeWanda Wise","female","DeWanda","Wise","B_NL"
"1936","Mamoudou Athie","male","Mamoudou","Athie","B_NL"
"1937","Campbell Scott","male","Campbell","Scott","B_NL"
"1938","Scott Haze","male","Scott","Haze","W_NL"
"1939","Dichen Lachman","male","Dichen","Lachman","A"
"1940","Taraji P. Henson","female","Taraji","P. Henson","A"
"1941","RZA","male","RZA","","W_NL"
"1942","Jean-Claude Van Damme","male","Jean-Claude","Van Damme","W_NL"
"1943","Lucy Lawless","female","Lucy","Lawless","W_NL"
"1944","Dolph Lundgren","male","Dolph","Lundgren","W_NL"
"1945","Danny Trejo","male","Danny","Trejo","HL"
"1946","Russell Brand","male","Russell","Brand","W_NL"
"1947","Alan Arkin","male","Alan","Arkin","W_NL"
"1948","Will Arnett","male","Will","Arnett","W_NL"
"1949","Kevin Michael Richardson","male","Kevin","Michael Richardson","B_NL"
"1950","Jimmy O. Yang","male","Jimmy","O. Yang","A"
"1951","John Turturro","male","John","Turturro","W_NL"
"1952","Peter Sarsgaard","male","Peter","Sarsgaard","W_NL"
"1953","Barry Keoghan","male","Barry","Keoghan","W_NL"
"1954","Jayme Lawson","female","Jayme","Lawson","B_NL"
"1955","Gil Perez-Abraham","male","Gil","Perez-Abraham","A"
"1956","Peter McDonald","male","Peter","McDonald","W_NL"
"1957","Con O’Neill","male","Con","O’Neill","B_NL"
"1958","Alex Ferns","male","Alex","Ferns","HL"
"1959","Rupert Penry-Jones","male","Rupert","Penry-Jones","B_NL"
"1960","Archie Barnes","male","Archie","Barnes","B_NL"
"1961","Janine Harouni","female","Janine","Harouni","W_NL"
"1962","Hana Harouni","female","Hana","Harouni","W_NL"
"1963","Joseph Walker","male","Joseph","Walker","B_NL"
"1964","Luke Roberts","male","Luke","Roberts","W_NL"
"1965","Oscar Novak","male","Oscar","Novak","HL"
"1966","Stella Stocker","female","Stella","Stocker","W_NL"
"1967","Sandra Dickinson","female","Sandra","Dickinson","W_NL"
"1968","Jack Bennett","male","Jack","Bennett","W_NL"
"1969","Andre Nightingale","male","Andre","Nightingale","B_NL"
"1970","Richard James Neale","male","Richard","James Neale","B_NL"
"1971","Lorraine Tai","female","Lorraine","Tai","A"
"1972","James Eeles","male","James","Eeles","W_NL"
"1973","Angela Yeoh","female","Angela","Yeoh","A"
"1974","Leemore Marrett Jr","male","Leemore","Marrett Jr","B_NL"
"1975","Ezra Elliott","male","Ezra","Elliott","B_NL"
"1976","Itoya Osagiede","female","Itoya","Osagiede","B_NL"
"1977","Stewart Alexander","male","Stewart","Alexander","W_NL"
"1978","Adam Rojko Vega","male","Adam","Rojko Vega","HL"
"1979","Heider Ali","male","Heider","Ali","W_NL"
"1980","Marcus Onilude","male","Marcus","Onilude","B_NL"
"1981","Elena Saurel","female","Elena","Saurel","W_NL"
"1982","Ed Kear","male","Ed","Kear","W_NL"
"1983","Amanda Blake","female","Amanda","Blake","B_NL"
"1984","Todd Boyce","male","Todd","Boyce","W_NL"
"1985","Brandon Bassir","male","Brandon","Bassir","W_NL"
"1986","Will Austin","male","Will","Austin","B_NL"
"1987","Chabris Napier-Lawrence","male","Chabris","Napier-Lawrence","B_NL"
"1988","Douglas Russell","male","Douglas","Russell","W_NL"
"1989","Charlie Carver","male","Charlie","Carver","B_NL"
"1990","Max Carver","male","Max","Carver","W_NL"
"1991","Phil Aizlewood","male","Phil","Aizlewood","W_NL"
"1992","Mark Killeen","male","Mark","Killeen","W_NL"
"1993","Philip Shaun McGuinness","male","Philip","Shaun McGuinness","W_NL"
"1994","Lorna Brown","female","Lorna","Brown","B_NL"
"1995","Elliot Warren","male","Elliot","Warren","B_NL"
"1996","Jay Lycurgo","male","Jay","Lycurgo","A"
"1997","Stefan Race","male","Stefan","Race","W_NL"
"1998","Elijah Baker","male","Elijah","Baker","B_NL"
"1999","Craige Middleburg","male","Craige","Middleburg","W_NL"
"2000","Spike Fearn","male","Spike","Fearn","W_NL"
"2001","Urielle Klein-Mekongo","female","Urielle","Klein-Mekongo","B_NL"
"2002","Bronson Webb","male","Bronson","Webb","B_NL"
"2003","Madeleine Gray","female","Madeleine","Gray","B_NL"
"2004","Ste Johnston","male","Ste","Johnston","B_NL"
"2005","Arthur Lee","male","Arthur","Lee","A"
"2006","Parry Glasspool","male","Parry","Glasspool","W_NL"
"2007","Jordan Coulson","male","Jordan","Coulson","W_NL"
"2008","Hadas Gold","female","Hadas","Gold","W_NL"
"2009","Pat Battle","female","Pat","Battle","B_NL"
"2010","Bobby Cuza","male","Bobby","Cuza","HL"
"2011","Dean Meminger","male","Dean","Meminger","W_NL"
"2012","Roma Torre","female","Roma","Torre","HL"
"2013","Mike Capozzola","male","Mike","Capozzola","HL"
"2014","Amanda Hurwitz","female","Amanda","Hurwitz","W_NL"
"2015","Joshua Eldridge-Smith","male","Joshua","Eldridge-Smith","W_NL"
"2016","Daniel Rainford","male","Daniel","Rainford","B_NL"
"2017","Nathalie Armin","female","Nathalie","Armin","W_NL"
"2018","Jose Palma","male","Jose","Palma","HL"
"2019","Kazeem Tosin Amore","male","Kazeem","Tosin Amore","W_NL"
"2020","Olivia Colman","female","Olivia","Colman","B_NL"
"2021","Harvey Guillen","male","Harvey","Guillen","HL"
"2022","Wagner Moura","male","Wagner","Moura","HL"
"2023","Anthony Mendez","male","Anthony","Mendez","HL"
"2024","John Mulaney","male","John","Mulaney","W_NL"
"2025","Florence Pugh","female","Florence","Pugh","B_NL"
"2026","Da’Vine Joy Randolph","female","Da’Vine","Joy Randolph","B_NL"
"2027","Ray Winstone","male","Ray","Winstone","B_NL"
"2028","Chris Miller","male","Chris","Miller","W_NL"
