,Rank,Movie,Distributor,Domestic Box Office,Opening Weekend Box Office,Max Theater Count,link
15,16,Hotel Transylvania 2,Sony Pict…,"$169,700,110","$48,464,322",3768,https://www.the-numbers.com/movie/Hotel-Transylvania-2#tab=summary
16,17,Fifty Shades of Grey,Universal,"$166,167,230","$85,171,450",3655,https://www.the-numbers.com/movie/Fifty-Shades-of-Grey#tab=summary
17,18,The SpongeBob Movie: Sponge Out of Water,Paramount…,"$162,994,032","$55,365,012",3680,https://www.the-numbers.com/movie/SpongeBob-Movie-Sponge-Out-of-Water-The#tab=summary
18,19,Straight Outta Compton,Universal,"$161,197,785","$60,200,180",3142,https://www.the-numbers.com/movie/Straight-Outta-Compton#tab=summary
19,20,San Andreas,Warner Bros.,"$155,190,832","$54,588,173",3812,https://www.the-numbers.com/movie/San-Andreas#tab=summary
20,21,Mad Max: Fury Road,Warner Bros.,"$153,636,354","$45,428,128",3722,https://www.the-numbers.com/movie/Mad-Max-Fury-Road#tab=summary
21,22,Daddy’s Home,Paramount…,"$150,357,137","$38,740,203",3483,https://www.the-numbers.com/movie/Daddys-Home-(2015)#tab=summary
22,23,The Divergent Series: Insurgent,Lionsgate,"$130,179,072","$52,263,680",3875,https://www.the-numbers.com/movie/Divergent-Series-Insurgent-The#tab=summary
23,24,The Peanuts Movie,20th Cent…,"$130,178,411","$44,213,073",3902,https://www.the-numbers.com/movie/Peanuts-Movie-The#tab=summary
24,25,Kingsman: The Secret Service,20th Cent…,"$128,261,724","$36,206,331",3282,https://www.the-numbers.com/movie/Kingsman-The-Secret-Service#tab=summary
25,26,The Good Dinosaur,Walt Disney,"$123,087,120","$39,155,217",3749,https://www.the-numbers.com/movie/Good-Dinosaur-The#tab=summary
26,27,Spy!,20th Cent…,"$110,825,712","$29,085,719",3715,https://www.the-numbers.com/movie/Spy#tab=summary
27,28,Trainwreck,Universal,"$110,212,700","$30,097,040",3171,https://www.the-numbers.com/movie/Trainwreck#tab=summary
28,29,Creed,Warner Bros.,"$109,767,581","$29,632,823",3502,https://www.the-numbers.com/movie/Creed#tab=summary
29,30,Tomorrowland,Walt Disney,"$93,436,322","$33,028,165",3972,https://www.the-numbers.com/movie/Tomorrowland#tab=summary
30,31,Get Hard,Warner Bros.,"$90,411,453","$33,803,253",3212,https://www.the-numbers.com/movie/Get-Hard#tab=summary
31,32,Terminator: Genisys,Paramount…,"$89,760,956","$27,018,486",3783,https://www.the-numbers.com/movie/Terminator-Genisys#tab=summary
32,33,Taken 3,20th Cent…,"$89,256,424","$39,201,657",3594,https://www.the-numbers.com/movie/Taken-3#tab=summary
33,34,Sisters,Universal,"$87,044,645","$13,922,855",2978,https://www.the-numbers.com/movie/Sisters#tab=summary
34,35,Alvin and the Chipmunks: The Road Chip,20th Cent…,"$85,886,987","$14,287,159",3705,https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks-The-Road-Chip#tab=summary
35,36,Maze Runner: The Scorch Trials,20th Cent…,"$81,697,192","$30,316,510",3792,https://www.the-numbers.com/movie/Maze-Runner-The-Scorch-Trials#tab=summary
36,37,Ted 2,Universal,"$81,476,385","$33,507,870",3448,https://www.the-numbers.com/movie/Ted-2#tab=summary
37,38,Goosebumps,Sony Pict…,"$80,069,458","$23,618,556",3618,https://www.the-numbers.com/movie/Goosebumps#tab=summary
38,39,Pixels,Sony Pict…,"$78,765,986","$24,011,616",3723,https://www.the-numbers.com/movie/Pixels#tab=summary
39,40,Paddington,Weinstein…,"$76,223,578","$18,966,676",3355,https://www.the-numbers.com/movie/Paddington#tab=summary
40,41,The Intern,Warner Bros.,"$75,764,672","$17,728,313",3320,https://www.the-numbers.com/movie/Intern-The#tab=summary
41,42,Bridge of Spies,Walt Disney,"$72,313,754","$15,371,203",2873,https://www.the-numbers.com/movie/Bridge-of-Spies#tab=summary
42,43,Paul Blart: Mall Cop 2,Sony Pict…,"$71,091,594","$23,762,435",3633,https://www.the-numbers.com/movie/Paul-Blart-Mall-Cop-2#tab=summary
43,44,The Big Short,Paramount…,"$70,259,870","$705,527",2529,https://www.the-numbers.com/movie/Big-Short-The#tab=summary
44,45,War Room,Sony Pict…,"$67,790,117","$11,351,389",1945,https://www.the-numbers.com/movie/War-Room#tab=summary
45,46,Magic Mike XXL,Warner Bros.,"$66,013,057","$12,857,184",3355,https://www.the-numbers.com/movie/Magic-Mike-XXL#tab=summary
46,47,The Visit,Universal,"$65,206,105","$25,427,560",3148,https://www.the-numbers.com/movie/Visit-The-(2015)#tab=summary
47,48,The Wedding Ringer,Sony Pict…,"$64,460,211","$20,649,306",3003,https://www.the-numbers.com/movie/Wedding-Ringer-The#tab=summary
48,49,Black Mass,Warner Bros.,"$62,575,678","$22,635,037",3188,https://www.the-numbers.com/movie/Black-Mass#tab=summary
49,50,Vacation,Warner Bros.,"$58,884,188","$14,681,108",3430,https://www.the-numbers.com/movie/Vacation#tab=summary
50,51,The Perfect Guy,Sony Pict…,"$57,027,435","$25,888,154",2230,https://www.the-numbers.com/movie/Perfect-Guy-The#tab=summary
51,52,Joy,20th Cent…,"$56,451,232","$17,015,168",2924,https://www.the-numbers.com/movie/Joy#tab=summary
52,53,Fantastic Four,20th Cent…,"$56,117,548","$25,685,737",4004,https://www.the-numbers.com/movie/Fantastic-Four-(2015)#tab=summary
53,54,The Hateful Eight,Weinstein…,"$54,117,416","$4,610,676",2938,https://www.the-numbers.com/movie/Hateful-Eight-The#tab=summary
54,55,Focus,Warner Bros.,"$53,862,963","$18,685,137",3323,https://www.the-numbers.com/movie/Focus-(2015)#tab=summary
55,56,Southpaw,Weinstein…,"$52,421,953","$16,701,294",2774,https://www.the-numbers.com/movie/Southpaw-(2015)#tab=summary
56,57,Insidious Chapter 3,Focus Fea…,"$52,218,558","$22,692,741",3014,https://www.the-numbers.com/movie/Insidious-Chapter-3#tab=summary
57,58,Selma,Paramount…,"$52,076,908","$571,450",2235,https://www.the-numbers.com/movie/Selma#tab=summary
58,59,Jupiter Ascending,Warner Bros.,"$47,482,519","$18,372,372",3885,https://www.the-numbers.com/movie/Jupiter-Ascending#tab=summary
59,60,Poltergeist,20th Cent…,"$47,425,125","$22,620,386",3242,https://www.the-numbers.com/movie/Poltergeist-(2014)#tab=summary
60,61,Sicario,Lionsgate,"$46,889,293","$401,288",2620,https://www.the-numbers.com/movie/Sicario#tab=summary
61,62,The Man From U.N.C.L.E.,Warner Bros.,"$45,445,109","$13,421,036",3673,https://www.the-numbers.com/movie/Man-From-U-N-C-L-E-The#tab=summary
62,63,Spotlight,Open Road,"$45,055,776","$295,009",1227,https://www.the-numbers.com/movie/Spotlight#tab=summary
63,64,"McFarland, USA",Walt Disney,"$44,480,275","$11,020,798",2792,https://www.the-numbers.com/movie/McFarland-USA#tab=summary
64,65,The Gift,STX Enter…,"$43,787,265","$11,854,273",2503,https://www.the-numbers.com/movie/Gift-The-(2015)#tab=summary
65,66,Everest,Universal,"$43,482,270","$7,222,035",3009,https://www.the-numbers.com/movie/Everest-(2015)#tab=summary
66,67,The Night Before,Sony Pict…,"$43,035,725","$9,880,536",2960,https://www.the-numbers.com/movie/Night-Before-The#tab=summary
67,68,Krampus,Universal,"$42,725,475","$16,293,325",2919,https://www.the-numbers.com/movie/Krampus#tab=summary
68,69,Max,Warner Bros.,"$42,656,255","$12,155,254",2870,https://www.the-numbers.com/movie/Max-(2015)#tab=summary
69,70,The Age of Adaline,Lionsgate,"$42,629,776","$13,203,458",3070,https://www.the-numbers.com/movie/Age-of-Adaline-The#tab=summary
70,71,Brooklyn,Fox Searc…,"$38,322,743","$187,281",962,https://www.the-numbers.com/movie/Brooklyn#tab=summary
71,72,The Longest Ride,20th Cent…,"$37,446,117","$13,019,686",3371,https://www.the-numbers.com/movie/Longest-Ride-The#tab=summary
72,73,The Boy Next Door,Universal,"$36,006,065","$14,910,105",2615,https://www.the-numbers.com/movie/Boy-Next-Door-The-(2014)#tab=summary
73,74,Pan,Warner Bros.,"$35,088,320","$15,315,435",3515,https://www.the-numbers.com/movie/Pan-(2015)#tab=summary
74,75,Hot Pursuit,Warner Bros.,"$34,580,201","$13,942,258",3037,https://www.the-numbers.com/movie/Hot-Pursuit-(2015)#tab=summary
75,76,Concussion,Sony Pict…,"$34,531,832","$10,513,749",2841,https://www.the-numbers.com/movie/Concussion-(2015)#tab=summary
76,77,The DUFF,CBS Films,"$34,030,343","$10,809,149",2622,https://www.the-numbers.com/movie/DUFF-The#tab=summary
77,78,Woman in Gold,Weinstein…,"$33,307,793","$2,091,551",2011,https://www.the-numbers.com/movie/Woman-in-Gold#tab=summary
78,79,The Second Best Exotic Marigold Hotel,Fox Searc…,"$33,078,266","$8,540,370",2022,https://www.the-numbers.com/movie/Second-Best-Exotic-Marigold-Hotel-The#tab=summary
79,80,Unfriended,Universal,"$32,789,645","$15,845,115",2775,https://www.the-numbers.com/movie/Unfriended#tab=summary
80,81,Entourage,Warner Bros.,"$32,363,404","$10,283,250",3108,https://www.the-numbers.com/movie/Entourage#tab=summary
81,82,Paper Towns,20th Cent…,"$32,000,304","$12,650,140",3031,https://www.the-numbers.com/movie/Paper-Towns#tab=summary
82,83,Chappie,Sony Pict…,"$31,569,268","$13,346,782",3201,https://www.the-numbers.com/movie/Chappie#tab=summary
83,84,Crimson Peak,Universal,"$31,090,320","$13,143,310",2991,https://www.the-numbers.com/movie/Crimson-Peak#tab=summary
84,85,A Walk in the Woods,Broad Gre…,"$29,499,394","$8,246,267",2158,https://www.the-numbers.com/movie/Walk-in-the-Woods-A#tab=summary
85,86,Point Break,Warner Bros.,"$28,782,481","$9,800,252",2910,https://www.the-numbers.com/movie/Point-Break-(Remake)#tab=summary
86,87,Sinister 2,Focus Fea…,"$27,740,955","$10,542,116",2799,https://www.the-numbers.com/movie/Sinister-2#tab=summary
87,88,The Last Witch Hunter,Lionsgate,"$27,367,660","$10,812,861",3082,https://www.the-numbers.com/movie/Last-Witch-Hunter-The#tab=summary
88,89,No Escape,Weinstein…,"$27,288,872","$8,111,264",3415,https://www.the-numbers.com/movie/No-Escape-(2014)#tab=summary
89,90,Ricki and the Flash,Sony Pict…,"$26,839,498","$6,618,610",2064,https://www.the-numbers.com/movie/Ricki-and-the-Flash#tab=summary
90,91,The Woman in Black 2: Angel of Death,Relativity,"$26,501,323","$15,027,415",2602,https://www.the-numbers.com/movie/Woman-in-Black-2-Angel-of-Death-The-(2015)#tab=summary
91,92,Run All Night,Warner Bros.,"$26,461,644","$11,012,305",3171,https://www.the-numbers.com/movie/Run-All-Night#tab=summary
92,93,Love the Coopers,CBS Films,"$26,302,731","$8,317,545",2603,https://www.the-numbers.com/movie/Love-the-Coopers#tab=summary
93,94,The Lazarus Effect,Lionsgate,"$25,801,570","$10,203,437",2666,https://www.the-numbers.com/movie/Lazarus-Effect-The#tab=summary
94,95,Ex Machina,A24,"$25,440,971","$237,264",2004,https://www.the-numbers.com/movie/Ex-Machina#tab=summary
95,96,In the Heart of the Sea,Warner Bros.,"$25,020,758","$11,053,366",3103,https://www.the-numbers.com/movie/In-the-Heart-of-the-Sea#tab=summary
96,97,The Gallows,Warner Bros.,"$22,764,410","$9,808,463",2720,https://www.the-numbers.com/movie/Gallows-The#tab=summary
97,98,Hitman: Agent 47,20th Cent…,"$22,467,450","$8,326,530",3273,https://www.the-numbers.com/movie/Hitman-Agent-47#tab=summary
98,99,Project Almanac,Paramount…,"$22,348,241","$8,310,252",2900,https://www.the-numbers.com/movie/Project-Almanac#tab=summary
99,100,Black or White,Relativity,"$21,571,189","$6,213,362",1823,https://www.the-numbers.com/movie/Black-or-White#tab=summary
