,Rank,Movie,Distributor,Domestic Box Office,Opening Weekend Box Office,Max Theater Count,link
81,82,Death Wish,MGM,"$34,017,028","$13,010,267",2882,https://www.the-numbers.com/movie/Death-Wish-(2018)#tab=summary
82,83,The Spy Who Dumped Me,Lionsgate,"$33,562,069","$12,103,043",3111,https://www.the-numbers.com/movie/Spy-Who-Dumped-Me-The-(2018)#tab=summary
83,84,Annihilation,Paramount…,"$32,732,301","$11,071,584",2112,https://www.the-numbers.com/movie/Annihilation#tab=summary
84,85,Isle of Dogs,Fox Searc…,"$32,015,231","$1,620,294",1947,https://www.the-numbers.com/movie/Isle-of-Dogs-(2018)#tab=summary
85,86,Nobody’s Fool,Paramount…,"$31,713,110","$13,743,111",2468,https://www.the-numbers.com/movie/Nobodys-Fool-(2018)#tab=summary
86,87,Adrift,STX Enter…,"$31,445,011","$11,603,039",3015,https://www.the-numbers.com/movie/Adrift-(2018)#tab=summary
87,88,Robin Hood,Lionsgate,"$30,824,628","$9,195,670",2939,https://www.the-numbers.com/movie/Robin-Hood-(2018)#tab=summary
88,89,Super Troopers 2,20th Cent…,"$30,617,396","$15,181,624",2125,https://www.the-numbers.com/movie/Super-Troopers-2#tab=summary
89,90,Holmes & Watson,Sony Pict…,"$30,568,743","$7,411,522",2780,https://www.the-numbers.com/movie/Holmes-and-Watson-(2018)#tab=summary
90,91,Slender Man,Sony Pict…,"$30,564,825","$11,371,866",2358,https://www.the-numbers.com/movie/Slender-Man#tab=summary
91,92,Teen Titans Go! To The Movies,Warner Bros.,"$29,790,236","$10,411,189",3188,https://www.the-numbers.com/movie/Teen-Titans-Go-To-The-Movies#tab=summary
92,93,The Hate U Give,20th Cent…,"$29,719,483","$512,035",2375,https://www.the-numbers.com/movie/Hate-U-Give-The#tab=summary
93,94,Searching,Sony Pict…,"$26,015,149","$388,769",2009,https://www.the-numbers.com/movie/Searching-(2018)#tab=summary
94,95,Winchester,CBS Films,"$25,091,816","$9,307,626",2480,https://www.the-numbers.com/movie/Winchester#tab=summary
95,96,On the Basis of Sex,Focus Fea…,"$24,704,837","$686,355",1957,https://www.the-numbers.com/movie/On-the-Basis-of-Sex-(2018)#tab=summary
96,97,The Strangers: Prey at Night,Aviron Pi…,"$24,431,472","$10,402,271",2464,https://www.the-numbers.com/movie/Strangers-Prey-at-Night-The#tab=summary
97,98,White Boy Rick,Sony Pict…,"$24,004,833","$8,860,431",2504,https://www.the-numbers.com/movie/White-Boy-Rick#tab=summary
98,99,Won’t You Be My Neighbor?,Focus Fea…,"$22,835,787","$475,419",893,https://www.the-numbers.com/movie/Wont-You-Be-My-Neighbor-(Documentary)-(2018)#tab=summary
99,100,Overlord,Paramount…,"$21,704,844","$10,202,108",2859,https://www.the-numbers.com/movie/Overlord-(2018)#tab=summary
