,Rank,Movie,Distributor,Domestic Box Office,Opening Weekend Box Office,Max Theater Count,link
25,26,The Vow,Sony Pict…,"$125,014,030","$41,202,458",3038,https://www.the-numbers.com/movie/Vow-The#tab=summary
26,27,Life of Pi,20th Cent…,"$124,987,022","$22,451,514",2946,https://www.the-numbers.com/movie/Life-of-Pi#tab=summary
27,28,Magic Mike,Warner Bros.,"$113,721,571","$39,127,170",3120,https://www.the-numbers.com/movie/Magic-Mike#tab=summary
28,29,The Bourne Legacy,Universal,"$113,203,870","$38,142,825",3753,https://www.the-numbers.com/movie/Bourne-Legacy-The#tab=summary
29,30,Journey 2: The Mysterious Island,Warner Bros.,"$103,860,290","$27,335,363",3500,https://www.the-numbers.com/movie/Journey-2-Mysterious-Island#tab=summary
30,31,Rise of the Guardians,Paramount…,"$103,412,758","$23,773,465",3672,https://www.the-numbers.com/movie/Rise-of-the-Guardians#tab=summary
31,32,Zero Dark Thirty,Sony Pict…,"$95,720,716","$417,150",2946,https://www.the-numbers.com/movie/Zero-Dark-Thirty#tab=summary
32,33,Flight,Paramount…,"$93,772,375","$24,900,566",2638,https://www.the-numbers.com/movie/Flight#tab=summary
33,34,Think Like a Man,Sony Pict…,"$91,547,205","$33,636,303",2052,https://www.the-numbers.com/movie/Think-Like-a-Man#tab=summary
34,35,The Campaign,Warner Bros.,"$86,907,746","$26,588,460",3302,https://www.the-numbers.com/movie/Campaign-The#tab=summary
35,36,The Expendables 2,Lionsgate,"$85,028,192","$28,591,370",3355,https://www.the-numbers.com/movie/Expendables-2-The#tab=summary
36,37,Wrath of the Titans,Warner Bros.,"$83,670,083","$33,457,188",3545,https://www.the-numbers.com/movie/Wrath-of-the-Titans#tab=summary
37,38,Jack Reacher,Paramount…,"$80,070,736","$15,210,156",3352,https://www.the-numbers.com/movie/Jack-Reacher#tab=summary
38,39,Dark Shadows,Warner Bros.,"$79,727,149","$29,685,274",3755,https://www.the-numbers.com/movie/Dark-Shadows#tab=summary
39,40,Parental Guidance,20th Cent…,"$77,267,296","$14,554,053",3368,https://www.the-numbers.com/movie/Parental-Guidance#tab=summary
40,41,John Carter,Walt Disney,"$73,058,679","$30,180,188",3749,https://www.the-numbers.com/movie/John-Carter-of-Mars#tab=summary
41,42,Act of Valor,Relativity,"$70,012,847","$24,476,632",3053,https://www.the-numbers.com/movie/Act-of-Valor#tab=summary
42,43,This is 40,Universal,"$67,544,505","$11,579,175",2931,https://www.the-numbers.com/movie/This-is-40#tab=summary
43,44,Contraband,Universal,"$66,528,000","$24,349,815",2870,https://www.the-numbers.com/movie/Contraband#tab=summary
44,45,Looper,Sony Pict…,"$66,486,205","$20,801,552",2993,https://www.the-numbers.com/movie/Looper#tab=summary
45,46,Tyler Perry's Madea's Witness Protection,Lionsgate,"$65,653,242","$25,390,575",2161,https://www.the-numbers.com/movie/Tyler-Perrys-Madeas-Witness-Protection#tab=summary
46,47,Battleship,Universal,"$65,233,400","$25,534,825",3702,https://www.the-numbers.com/movie/Battleship#tab=summary
47,48,Pitch Perfect,Universal,"$65,001,093","$5,149,433",2787,https://www.the-numbers.com/movie/Pitch-Perfect#tab=summary
48,49,Mirror Mirror,Relativity,"$64,935,167","$18,132,085",3618,https://www.the-numbers.com/movie/Mirror-Mirror#tab=summary
49,50,Chronicle,20th Cent…,"$64,575,175","$22,004,098",2908,https://www.the-numbers.com/movie/Chronicle#tab=summary
50,51,Hope Springs,Sony Pict…,"$63,536,011","$14,650,121",2441,https://www.the-numbers.com/movie/Hope-Springs#tab=summary
51,52,Underworld: Awakening,Sony Pict…,"$62,321,039","$25,306,725",3078,https://www.the-numbers.com/movie/Underworld-Awakening-(2012)#tab=summary
52,53,The Lucky One,Warner Bros.,"$60,457,138","$22,518,358",3175,https://www.the-numbers.com/movie/Lucky-One-The#tab=summary
53,54,The Dictator,Paramount…,"$59,650,222","$17,435,092",3014,https://www.the-numbers.com/movie/Dictator-The#tab=summary
54,55,Total Recall,Sony Pict…,"$58,877,969","$25,577,758",3601,https://www.the-numbers.com/movie/Total-Recall-(Remake)#tab=summary
55,56,American Reunion,Universal,"$56,758,835","$21,514,080",3203,https://www.the-numbers.com/movie/American-Reunion#tab=summary
56,57,ParaNorman,Focus Fea…,"$56,003,051","$14,087,050",3455,https://www.the-numbers.com/movie/ParaNorman#tab=summary
57,58,This Means War,20th Cent…,"$54,760,791","$17,405,930",3189,https://www.the-numbers.com/movie/This-Means-War#tab=summary
58,59,Project X,Warner Bros.,"$54,731,865","$21,051,363",3055,https://www.the-numbers.com/movie/Project-X-(2011)#tab=summary
59,60,The Woman in Black,CBS Films,"$54,333,290","$20,874,072",2856,https://www.the-numbers.com/movie/Woman-in-Black-The#tab=summary
60,61,Paranormal Activity 4,Paramount…,"$53,900,335","$29,003,866",3412,https://www.the-numbers.com/movie/Paranormal-Activity-4#tab=summary
61,62,The Devil Inside,Paramount…,"$53,262,945","$33,732,515",2551,https://www.the-numbers.com/movie/Devil-Inside-The#tab=summary
62,63,The Odd Life of Timothy Green,Walt Disney,"$51,853,450","$10,822,903",2717,https://www.the-numbers.com/movie/Odd-Life-of-Timothy-Green-The#tab=summary
63,64,Ghost Rider: Spirit of Vengeance,Sony Pict…,"$51,774,002","$22,115,334",3174,https://www.the-numbers.com/movie/Ghost-Rider-Spirit-of-Vengeance#tab=summary
64,65,The Grey,Open Road,"$51,580,136","$19,665,101",3207,https://www.the-numbers.com/movie/Grey-The#tab=summary
65,66,Red Tails,20th Cent…,"$49,876,377","$18,782,154",2573,https://www.the-numbers.com/movie/Red-Tails#tab=summary
66,67,The Possession,Lionsgate,"$49,130,588","$17,732,480",2860,https://www.the-numbers.com/movie/Possession-The-(2011)#tab=summary
67,68,Diary of a Wimpy Kid: Dog Days,20th Cent…,"$49,008,662","$14,623,599",3401,https://www.the-numbers.com/movie/Diary-of-a-Wimpy-Kid-Dog-Days#tab=summary
68,69,Sinister,Lionsgate,"$48,086,903","$18,007,634",2542,https://www.the-numbers.com/movie/Sinister#tab=summary
69,70,Savages,Universal,"$47,323,100","$16,016,910",2635,https://www.the-numbers.com/movie/Savages#tab=summary
70,71,The Best Exotic Marigold Hotel,Fox Searc…,"$46,383,639","$737,051",1298,https://www.the-numbers.com/movie/Best-Exotic-Marigold-Hotel-The#tab=summary
71,72,Moonrise Kingdom,Focus Fea…,"$45,512,466","$522,996",924,https://www.the-numbers.com/movie/Moonrise-Kingdom#tab=summary
72,73,Here Comes the Boom,Sony Pict…,"$45,290,318","$11,816,596",3014,https://www.the-numbers.com/movie/Here-Comes-the-Boom#tab=summary
73,74,Red Dawn,Open Road,"$44,806,783","$14,276,668",2781,https://www.the-numbers.com/movie/Red-Dawn-(2010)#tab=summary
74,75,The Three Stooges,20th Cent…,"$44,338,224","$17,010,125",3482,https://www.the-numbers.com/movie/Three-Stooges-The#tab=summary
75,76,Resident Evil: Retribution,Sony Pict…,"$42,345,531","$21,052,227",3016,https://www.the-numbers.com/movie/Resident-Evil-Retribution#tab=summary
76,77,The Cabin in the Woods,Lionsgate,"$42,073,277","$14,743,614",3572,https://www.the-numbers.com/movie/Cabin-in-the-Woods#tab=summary
77,78,What to Expect When You're Expecting,Lionsgate,"$41,152,203","$10,547,068",3021,https://www.the-numbers.com/movie/What-to-Expect-When-Your-Expecting#tab=summary
78,79,End of Watch,Open Road,"$41,003,371","$13,152,683",2780,https://www.the-numbers.com/movie/End-of-Watch#tab=summary
79,80,Rock of Ages,Warner Bros.,"$38,518,613","$14,437,269",3470,https://www.the-numbers.com/movie/Rock-of-Ages#tab=summary
80,81,Abraham Lincoln: Vampire Hunter,20th Cent…,"$37,519,139","$16,306,974",3109,https://www.the-numbers.com/movie/Abraham-Lincoln-Vampire-Hunter#tab=summary
81,82,Lawless,Weinstein…,"$37,397,291","$10,001,982",3138,https://www.the-numbers.com/movie/Lawless-(2011)#tab=summary
82,83,The Guilt Trip,Paramount…,"$37,134,215","$5,290,629",2431,https://www.the-numbers.com/movie/Guilt-Trip-The#tab=summary
83,84,That’s My Boy,Sony Pict…,"$36,931,089","$13,453,714",3030,https://www.the-numbers.com/movie/Thats-My-Boy#tab=summary
84,85,Trouble with the Curve,Warner Bros.,"$35,763,137","$12,162,040",3212,https://www.the-numbers.com/movie/Trouble-with-the-Curve#tab=summary
85,86,Frankenweenie,Walt Disney,"$35,287,788","$11,412,213",3005,https://www.the-numbers.com/movie/Frankenweenie#tab=summary
86,87,Step Up Revolution,Lionsgate,"$35,074,677","$11,731,708",2606,https://www.the-numbers.com/movie/Step-Up-Revolution#tab=summary
87,88,Tyler Perry's Good Deeds,Lionsgate,"$35,025,791","$15,583,924",2132,https://www.the-numbers.com/movie/Tyler-Perrys-Good-Deeds#tab=summary
88,89,The Watch,20th Cent…,"$34,353,000","$12,750,297",3168,https://www.the-numbers.com/movie/Watch-The#tab=summary
89,90,2016: Obama’s America,Rocky Mou…,"$33,349,941","$31,610",2017,https://www.the-numbers.com/movie/2016-Obamas-America-(2012)#tab=summary
90,91,House at the End of the Street,Relativity,"$31,611,916","$12,287,234",3083,https://www.the-numbers.com/movie/House-at-the-End-of-the-Street#tab=summary
91,92,The Pirates! Band of Misfits,Sony Pict…,"$31,051,126","$11,137,734",3358,https://www.the-numbers.com/movie/Pirates-Band-of-Misfits-The#tab=summary
92,93,Joyful Noise,Warner Bros.,"$30,932,113","$11,225,190",2735,https://www.the-numbers.com/movie/Joyful-Noise#tab=summary
93,94,The Iron Lady,Weinstein…,"$29,959,436","$220,409",1244,https://www.the-numbers.com/movie/Iron-Lady-The#tab=summary
94,95,Chimpanzee,Walt Disney,"$28,965,459","$10,673,748",1567,https://www.the-numbers.com/movie/Chimpanzee#tab=summary
95,96,The Five-Year Engagement,Universal,"$28,700,285","$10,610,060",2941,https://www.the-numbers.com/movie/Five-Year-Engagement-The#tab=summary
96,97,Cloud Atlas,Warner Bros.,"$27,108,272","$9,612,247",2023,https://www.the-numbers.com/movie/Cloud-Atlas#tab=summary
97,98,One for the Money,Lionsgate,"$26,414,527","$11,515,790",2737,https://www.the-numbers.com/movie/One-for-the-Money#tab=summary
98,99,Alex Cross,Lionsgate,"$25,888,412","$11,396,768",2541,https://www.the-numbers.com/movie/Alex-Cross#tab=summary
99,100,Katy Perry: Part of Me,Paramount…,"$25,326,071","$7,138,266",2732,https://www.the-numbers.com/movie/Katy-Perry-Part-of-Me#tab=summary
